gene_name	C1	C2	C3	P1	P2	P3
SEC61A1	119.0312179	101.049603	108.1303787	97.74060338	119.8428443	82.50573568
RAB20	117.9677766	88.90428643	102.0274321	85.0683465	70.68434063	135.3801897
CIAO2B	105.9756676	88.5393704	89.97316809	145.886379	108.2497809	60.99279879
CKAP4	140.862284	81.26784313	104.8677727	114.7682716	165.5610046	32.51138129
ZFP36	62.07541982	46.54084405	22.40461682	72.28874314	22.86145853	109.9305698
MT1E	84.92302009	53.81249383	66.85710926	52.47876439	90.46855296	25.70201802
RPL31	91.82871184	85.10742819	63.09397187	126.4793546	71.84040187	71.96129679
DDX5	102.4602083	97.10682444	99.55588345	108.6569848	96.2990971	125.6537235
PFDN2	113.1182039	74.00097191	71.38233028	110.3310981	99.140663	78.61186384
PLIN3	80.77625216	119.8767113	105.5814185	120.2154464	110.606974	52.57241869
MT-TL1	45.63014316	119.8815745	166.9191949	139.4719835	107.4532942	55.63952574
RPL23	87.66502391	87.88946931	75.07894586	127.8394768	80.65171047	64.05647788
APP	131.2203127	156.9240053	147.1708782	97.70510033	118.0398137	40.94513409
RPS26	64.92355078	50.63461534	55.74013101	78.26758289	103.3708018	112.6014597
RPL7P9	81.57999596	75.11544438	61.47489517	108.2914999	78.16146102	68.18344258
TNFAIP6	82.80676281	15.4501078	18.33060854	91.09457388	37.61484099	121.6862396
UCHL1	96.95575693	91.43663362	114.3499963	132.5784317	162.0349533	21.60158111
DNAJA1	80.45044671	68.64782814	84.75921024	109.9535502	121.050576	82.76766545
TNFRSF1B	82.73331938	54.04636891	37.05254278	78.74063477	27.51313266	212.8439728
GALNT2	114.1314115	173.4469746	153.4467349	106.0010585	130.0342732	23.72687138
RPS7	68.22738229	65.2979276	56.06032991	106.9037156	73.41477684	53.59696843
COX7C	104.8025995	93.6662886	80.1688409	116.1676247	75.92819655	67.70249171
MTCH1	91.01982036	80.64117429	91.63662833	126.1724717	128.6922508	81.59478737
CSDE1	97.34364037	91.18525784	94.59424072	84.91706738	91.26747805	87.87291917
SRP9	89.30223608	107.6014132	126.8298797	99.86591912	105.4727476	68.57092606
CD99	92.61779074	86.15294296	70.51537904	94.00051859	59.30330162	47.52675529
NCL	92.00974753	80.63436304	98.45381862	107.746999	129.1667508	73.04135922
LCP1	71.98225505	48.94622931	38.37196508	80.224967	34.14014665	212.8151263
RTL8C	89.8580177	104.808843	106.7909851	105.3060278	105.9668153	45.46256183
LMAN2	102.6046808	108.0062617	95.30415497	98.61574172	86.73582326	96.26632169
UBA1	85.54042887	86.38524207	103.7572516	89.67526359	93.20013747	60.0234232
UQCRH	92.76821757	78.71915468	75.36315084	113.9298548	95.74625051	70.20800687
CHPF	218.0284735	199.7532902	126.5382382	63.62333075	88.22053526	14.87108177
SLAMF7	77.18320305	22.58844068	19.78050388	57.09126299	20.38425975	161.331584
PPIB	112.5390212	114.9222315	98.11594606	103.7890022	114.3223917	64.04390476
HLA-DRB5	72.72003867	315.6881462	129.9693549	205.2097784	0	2.057900267
TNFRSF12A	73.0027709	57.03240489	103.647065	147.7047048	227.628635	26.81877603
DNAJC1	202.7122244	60.24838165	117.8763975	117.0668456	87.34268053	15.28962046
GANAB	118.5037306	107.7464449	113.2428932	81.33555035	106.9868073	73.11978307
ROMO1	96.73056664	80.56302391	70.52238712	100.4979748	67.94316962	56.91960615
CYP27A1	77.20822783	82.62780328	37.9234632	67.73718944	21.42934811	496.2891675
SNRNP70	93.64854204	76.17723875	80.83710913	111.1026555	82.14102924	121.5648102
DBI	73.70353093	50.36873646	55.33934684	85.62972018	46.32323303	50.96677403
SNX3	70.58273181	91.6612148	86.32141327	95.75346789	88.29279744	89.31077016
ACTR2	91.15752692	82.29990769	97.694174	69.71727571	88.14325069	103.005475
AP2S1	79.48913004	86.44303673	66.68886688	105.5520806	82.97464721	138.9176612
C1S	103.9219468	153.069327	117.0931741	137.180545	100.3732909	27.92733219
H1F0	99.58797186	71.19910064	87.8568928	135.7134595	91.00542586	51.01828971
PIM3	89.21270985	50.50111823	38.26410943	83.20411209	51.35613376	167.7726547
CAPZB	90.81022056	98.54420874	90.67086835	105.5154285	103.2312885	92.12582239
ERH	90.35618503	76.89319319	83.08125818	115.7045206	107.5281649	81.40590804
H3F3B	73.1947494	66.75650115	60.18828011	100.8409271	76.38054971	99.03500588
KCNK3	244.3844833	209.9359888	169.9995664	76.70622908	64.3905039	10.80262607
CYBA	60.98095402	54.92064139	33.23643249	88.07214862	28.36375436	271.3923193
HNRNPA2B1	101.161032	81.34956309	86.9621545	86.36416661	86.15989679	82.23902725
ATP5F1C	99.7105826	121.2936208	117.1863085	111.2663733	100.0735526	52.13604927
RPL15P3	70.87608886	77.70102051	61.53063449	94.68220018	82.72495189	57.53569401
AC034236.1	76.29705043	75.29053308	56.14147915	116.5382525	56.14591889	61.30176548
RPL13P12	33.89031238	57.94415725	62.98837544	125.6380879	58.09870386	71.99415242
ICAM1	39.42279434	26.88115352	24.52428848	72.60794965	56.96960573	68.75251682
LAMP1	95.10550195	119.7504841	77.96707814	69.79470231	59.13943839	184.296561
ATP1A1	96.18556825	146.8248636	158.076108	93.64255408	123.7644688	46.2998495
PTMS	91.94192472	60.66614331	55.73989317	107.2123746	92.78313676	51.05132126
PPP1R14B	60.03966205	80.03754094	83.2285025	126.7767803	105.0831371	53.44031319
STAT1	80.80011351	24.60076916	37.10575873	23.62744035	48.32911137	82.02022789
SELENOF	94.60133939	95.97263713	87.48934713	112.2661809	90.01849929	86.25229424
TFRC	94.41186786	78.01719094	171.4721207	90.94280765	144.0636517	71.62722752
CYBB	86.11612391	45.19864925	37.47730983	57.81113191	21.35659446	232.3002198
BX679664.3	126.6782779	75.50099161	59.67258688	69.94540915	49.09384741	40.06622642
PARK7	87.9679988	84.92977627	88.5968875	111.4747914	93.52177466	55.47068119
DDOST	100.1984952	116.2639305	96.59714359	93.24615337	109.4850334	61.32356241
TUFM	82.98562064	94.00734051	93.81097592	102.7693833	103.4473143	75.0292298
PSMB7	76.05695444	71.79708391	87.42507405	118.7292962	112.1604775	52.84783031
PSMB5	96.4355579	89.36011489	89.12186018	106.2097012	115.4859946	43.620223
TRMT112	91.18639135	81.11644998	69.58079167	98.70324987	73.44609779	69.26505343
CST3	99.16924539	129.931582	90.18107012	95.90708317	76.10023855	79.80807321
VAT1	96.13967812	111.9141935	103.7608173	79.7591154	72.17479736	140.105972
HMGN3	69.15811171	120.3063138	86.70325314	72.84224648	59.74313191	46.33996328
HNRNPC	85.33205765	73.82379076	74.61629952	86.88773178	78.90057279	72.47746984
TYMP	72.16433825	22.385294	24.04205449	51.70471796	32.68066459	178.3672353
RHOB	63.10886319	95.61976028	95.0568177	124.6478067	113.3520477	21.83192322
NIBAN2	105.3847566	84.90397411	81.46788634	104.1684838	88.8663959	56.43340684
NINJ1	67.76365851	43.33063822	31.55521018	71.94983276	24.86409065	145.3903553
C6orf62	81.1265368	71.88747445	71.39937668	80.45252876	59.09723822	98.15599177
CEBPD	53.51778183	106.5241626	49.13220203	151.0389491	53.07157224	99.53457983
TALDO1	64.83126907	77.20844438	47.93896101	86.46031543	51.95654148	208.3031144
HIGD1A	66.41999629	114.6462819	119.4819827	80.31782135	132.5900989	42.38660251
ATP6V1G1	81.26173499	69.34487049	74.59933512	94.15788968	85.36215673	100.7082066
EIF4G2	71.50274426	83.6860726	92.88440226	71.5852078	104.9618633	82.58953504
TM4SF1	99.84277992	30.3467505	39.93882024	146.5220695	78.99547306	24.32123428
MTCO1P12	37.89930709	26.58136013	721.6479421	12.42864403	16.34389518	8.113346268
MARCKS	71.76528506	46.01806249	54.6789643	86.53420609	73.54412914	117.6676758
FUCA1	124.0389501	147.4416043	54.51356884	41.10801012	18.56004628	81.43132468
JUND	117.8383414	92.96156308	63.74812318	105.5921251	70.14174894	80.45618376
SNRPD2	80.46360181	65.37212724	57.08121213	111.6368566	76.26821857	59.22577814
ANXA2P2	63.21823239	75.3612839	81.67436542	64.722293	87.39448597	73.58450574
HNRNPF	67.77302153	56.98507059	59.14335697	74.72734233	65.72706001	90.85070517
CCNI	85.05081955	70.23938817	64.15468105	70.25664226	58.07308438	71.28620009
AKR1B1	89.05718892	45.597479	63.64744268	190.1167774	110.6664625	74.18478278
CREG1	83.60970589	72.22188586	51.15496546	68.9189389	49.05049948	164.4810224
PTGES	117.4123058	31.02288233	56.93436315	110.9100979	55.20000004	25.78572372
EZR	72.65563713	57.0153031	96.6406373	76.59752278	111.50801	59.26117692
SEC61B	72.10718718	59.12732743	57.84561542	91.90461554	88.69644479	76.73863003
NPTX2	288.4242729	37.63568743	111.7232419	78.52685546	119.3656011	7.831963343
SERINC1	88.76263637	90.00886216	101.6993131	79.90814842	76.85761336	73.38929663
CAPNS1	67.90292102	95.99835759	78.1240572	95.32460163	91.51922275	83.9018478
C11orf96	64.74742436	119.2119682	65.23317631	128.6209222	68.75098754	14.91102157
PORCN	113.6984899	63.70326111	113.4305661	68.72851396	127.6171282	14.02993005
CIB1	67.42225636	69.30050257	70.08657833	94.98686377	72.58847825	103.0270495
RPS2P46	49.70440879	67.945966	59.03093117	85.42593176	50.22864712	53.99172086
COX6B1	77.62615181	73.78475286	64.17837429	99.75625799	78.65053808	78.75172274
CCN1	53.28120644	83.2851708	50.47546264	146.0564161	174.7023765	33.95203174
RAC1	66.97327464	71.45271264	63.98977054	90.90049032	72.36650425	84.7869662
PSMD2	78.34207516	65.24692549	92.72183833	94.52788667	130.2822559	54.73212572
TNFAIP3	51.07851846	25.91138509	36.4753546	67.97813591	53.56845106	69.64325835
RDX	125.3246868	101.4341645	150.3593126	81.62206409	110.8371856	11.10252284
SRRM2	92.03859366	63.35359636	68.51416389	54.9856295	65.48421512	88.29571831
AC022149.1	91.68618343	104.0752585	90.8225803	81.58767508	119.998694	35.85649982
POLR2L	68.8909799	75.31537639	71.15560706	104.4078681	76.6355009	58.58537863
PLEK	51.85328691	20.10494424	17.47076526	36.04658128	11.88831855	108.8165152
SPI1	61.02629739	43.027148	24.50541588	71.20216654	19.66106674	266.6727536
CCT7	69.28553593	72.51724315	94.41259999	102.9241872	116.0277445	56.95695377
ARF6	73.78293437	87.89883186	109.1974604	89.60700016	85.80700846	56.780345
OSTC	97.11861176	84.00667263	71.23597785	95.62087565	84.54157694	53.3789106
TLN1	64.30736585	69.30285431	75.23855514	60.53177291	81.43529902	100.9918654
SLC3A2	67.85478994	54.98623782	42.99140752	70.29041399	58.98407528	108.4987974
PNRC1	58.15338924	35.22589714	30.867524	63.53231646	31.22278684	81.65725027
CCT3	58.95198701	62.58195548	91.55638011	100.6154643	129.1549596	48.7609219
IFITM1	70.75186671	38.36428592	25.95953388	83.50686334	61.79314134	99.36502061
RAB1A	85.57418781	69.0366749	74.57843183	83.02154366	78.23835215	66.79186315
YWHAG	68.75797195	71.91875833	95.07083331	77.73539701	105.4586504	62.90342921
RPS24	76.63511852	61.93765087	55.81401161	93.79486437	68.25403579	45.65664116
PDIA4	82.85036446	90.63884962	80.42171228	57.00321743	69.78393352	56.15858825
MSN	58.34487286	56.53899211	60.71563105	63.54901425	81.30522587	110.1457671
RNF5P1	77.82919155	88.90394542	89.67691595	103.3125804	75.63558595	67.96152116
HLA-C	1.389030873	231.9208761	177.658448	1.529908076	164.9722922	245.0956208
NUCB1	93.25343972	109.4006205	69.57031008	82.9874115	55.68834475	110.3146538
JUN	69.38571936	115.1082051	60.03164726	151.5193025	70.54456586	79.50643238
PPIAP22	85.96039968	71.99492147	60.44650473	97.67239809	95.66522483	61.29622616
SLC39A14	75.00413887	49.77224084	72.63764158	120.9430725	112.9891875	13.84393049
DUSP1	70.15066326	81.91389253	45.0032784	139.7260308	61.41386559	46.74206325
PSMD8	70.75205264	56.43020974	67.36879232	92.08295207	79.78925309	49.87342837
C19orf53	68.86754887	66.07229635	61.56310019	102.3415975	73.9218867	55.20590153
STRAP	74.56844709	67.77854256	87.91260286	86.36978362	105.1415658	39.15017187
PRDX3	77.11516227	100.1772553	103.6368404	76.05123694	91.94511995	39.95889999
GNS	90.2414895	105.8923448	79.59153538	59.28152671	54.0271771	90.74358141
CACNA2D1	85.96846037	57.54442025	140.1368169	55.82473846	115.5438653	11.22419368
SDC4	165.436497	56.64770152	69.88358424	80.37564555	95.67293468	33.82142506
APRT	66.45815599	81.02611986	69.54614411	91.50583922	89.28596584	55.73161605
TMED9	110.8845225	83.55916747	79.82472173	88.27005693	87.51722085	60.45086102
RAB31	101.4183481	153.1236327	113.4552284	59.53538376	73.5947181	46.76666462
MT-TY	31.83921472	169.8658673	87.08077833	72.2014056	93.03315514	56.29777667
RPLP0P6	54.62728161	60.73664676	58.21652881	80.10379905	69.1322856	49.67386796
ARPC3	68.5090825	71.41570505	56.05832048	95.91482623	60.87230601	104.2433788
RRAGA	68.75085754	81.67180437	87.40268265	100.4898985	103.5433334	44.93747196
LUM	60.71401243	151.1465003	67.57781639	135.9603808	87.12995092	17.97741404
APOC1	134.3210636	317.3595702	89.95589874	50.89046785	24.49448424	37.52106273
H1FX	55.92084618	67.1793124	60.99567306	119.3699859	65.27421653	86.42457146
ATP6V0B	73.66397561	68.62624865	54.4622538	88.39899953	70.58115644	158.4846523
C1orf43	84.50526217	76.47459991	77.79048281	84.20991014	73.05641304	68.93923075
SEC61G	68.48172094	59.02601953	67.93294892	107.5506677	95.41959194	42.42293499
DRAP1	72.31257787	59.36837555	56.63990736	78.53061015	79.27383398	65.69532566
RPL22P1	85.81278527	57.12514051	48.43802579	82.06735615	51.07909206	49.49556875
IL7R	58.45389689	38.66612245	37.04449136	55.89304987	42.38318116	130.0241249
TXN2	75.03138373	99.02675514	72.00976838	82.45048318	69.97422312	43.44456119
CTSA	81.32421438	118.1001679	83.65588609	69.61492232	59.71936716	131.4301059
HTRA1	58.57202587	114.0354977	118.2344297	118.5253578	239.0774881	32.13881281
LGALS3	54.22408769	65.67207671	26.83480174	51.82366221	22.28824907	234.0366341
PPDPF	41.6229376	63.30140119	40.15182654	41.17050479	58.05106064	49.50947144
PSMB6	61.65786994	64.82116925	69.01658299	99.35892859	78.57852706	66.25007195
TUBA1B	37.26020437	72.58265446	78.25531391	70.03192419	149.7588181	81.81122821
GADD45B	49.19994757	28.45126235	19.66896925	57.81433367	25.07811079	100.7453514
RAN	55.52414429	55.96452333	72.60872804	90.51334263	98.21641669	50.32921575
DYNLL1	54.18113481	77.144309	71.60114344	92.90994466	83.75908678	49.90870374
SOD1	54.15167142	68.39317166	67.81162754	85.25590539	73.39616859	56.73920168
MAPRE1	67.2809796	70.64319947	73.69569522	72.99324143	81.74249706	64.52692745
C15orf48	40.51074706	20.85721344	14.33744621	82.392702	21.8512037	98.5416063
EIF4G1	74.13156771	78.92570657	104.9665679	73.18886785	105.9878035	55.07312524
CDC37	63.53309406	64.67787116	55.23941888	87.64758113	78.41398701	91.40210113
GSTO1	64.90390433	59.53774233	45.5637983	88.63055526	67.17532965	108.3443452
FOSL2	96.35519067	72.13854868	87.55725584	77.83063773	74.85551322	34.99113675
HDGF	66.77247119	67.17793728	62.20129349	100.6780955	85.66670397	88.45311663
H3F3A	61.3934667	62.01995457	55.68084408	75.940435	57.76981547	110.6257784
TXNRD1	81.75594518	78.43717027	90.26662599	80.41464027	88.37060358	51.44750668
BCAP31	88.23156638	77.44209557	72.02243084	88.46393986	69.82016099	109.3231376
PLP2	76.39735969	71.89963963	68.73931123	102.3115663	105.9857347	46.59098839
BHLHE40	68.782639	60.53620463	55.70662706	80.06284226	56.75657502	67.9593534
TMED10	84.07491013	78.78281438	87.97427852	69.51085538	76.44925509	45.86030099
MAGED2	96.16954363	87.86201023	71.32852725	77.93859991	72.59451474	36.96326696
RPL9	67.32045739	109.1890087	59.12514656	64.2116385	42.40003115	68.86530718
DUSP5	121.7609083	81.31349399	92.84262912	63.66102863	92.88570192	22.12141313
ARPC2	64.03923432	62.3414174	58.74721822	76.60433579	69.11161881	79.93293866
GNB1	72.51166914	66.61471314	77.28233157	72.76618016	79.6161065	64.93184357
SRSF5	69.10669334	58.51560893	60.32468825	79.56004037	58.37427951	93.48756684
TPM4	66.03149903	62.81561288	59.5437095	85.47707218	89.47131435	39.4673398
APEX1	68.85778845	75.65873494	76.48585735	74.90641391	84.12411361	61.68002597
NFKB2	49.90144164	35.61512623	30.57669037	76.69134576	43.35607794	89.09273359
NECTIN2	99.60615233	88.53122689	75.16777432	80.75609236	86.35152488	42.25423228
YWHAZ	61.2956045	62.38237827	62.57009299	62.55484983	77.53526569	82.90334851
PTGES3	53.73364282	59.06035203	68.27173201	82.06648044	81.77498207	74.90673555
FIS1	63.32491436	64.11558245	60.55809074	70.6704774	56.01691233	48.5462235
SMS	69.58199728	101.7969934	73.11047255	71.65206787	79.6098655	62.10154776
MRPL51	66.31181695	61.1787574	68.17853217	90.18451383	71.57022624	45.30279967
PRDX2	70.04627239	88.2990948	82.3629173	87.51284117	73.85217278	33.1910332
ACP5	58.76441058	77.30934013	18.92910145	15.52874088	4.526334134	477.051221
ARL6IP5	77.52283566	82.71889463	73.42989489	70.96421861	60.74529252	83.43020326
ACSL4	142.0920325	71.31326475	119.5459112	67.87878004	69.9317083	21.44737692
PLAUR	54.7590815	35.24053464	26.19869062	86.06822256	45.91758289	92.46006921
UBE2L6	69.61922016	38.70516402	39.68396784	47.20650913	40.89133951	60.62921495
HNRNPAB	64.63193082	60.08648321	74.9320169	85.49628199	103.7186964	64.23516204
FSCN1	56.92324812	122.134613	124.4848232	59.54298656	119.7838251	91.00789006
PRKAR1A	111.8756934	109.5612542	98.85041885	52.22616789	55.78759735	41.07319393
PSMB1	62.98888385	55.42569415	62.64855071	91.00667393	77.23165372	62.29035659
RPN1	85.93318591	73.83766586	71.29897056	67.02452507	75.90892054	76.36750536
PLD3	82.5111206	97.0781165	52.22991321	47.87121686	37.78206567	203.2261389
EIF1B	79.74563901	36.81440622	48.16830562	117.1188109	53.22688323	49.99193049
GFPT2	67.55574768	43.88566429	63.13589736	72.12158012	93.81823764	16.27372943
TOMM34	79.69785854	62.84269054	91.94668825	68.92305318	90.16775956	30.79838914
AQP9	55.67820283	15.68088601	21.12582054	49.257107	15.84531907	119.9469948
NDUFB3	68.82073034	68.50149421	66.64768957	76.49399809	65.25318953	48.93936426
CHMP2A	72.41750707	69.09972271	61.62381953	77.83329885	49.47071093	59.14160457
CKB	37.36417072	29.41561924	27.4611463	55.16254488	30.87394572	12.28196177
CAPG	49.81380808	63.69161783	20.88920737	50.69000365	16.9070027	411.6320421
MORF4L1P1	76.24478283	56.47643978	84.20890567	84.13511587	91.39074681	42.44434079
MARCKSL1	55.10755527	56.18282069	54.54859612	72.28455807	72.97927484	44.00067051
ITGA5	94.12963406	68.00211214	75.92631363	68.07043847	77.77559889	41.70184823
PPP1CA	55.1477092	64.92182589	62.6569472	77.84248294	67.47936838	88.15013508
TNIP1	43.06314445	36.52145325	32.17011695	73.43165021	52.22059676	61.35769156
PLA2G7	67.70864268	84.72015106	34.79479222	34.54624166	13.12665997	241.7319306
DDX17	69.98521375	57.17735394	64.95864165	47.87649862	59.44060033	79.87049151
PPP1R14BP3	46.00792081	49.0152505	60.35688968	94.15664804	85.62260888	43.03349497
CYC1	64.81102592	73.59571952	71.86229638	77.59298454	82.33241272	55.62050023
EMP3	65.11292225	58.23359157	45.59260132	85.66858156	62.42169221	151.3366373
ARHGDIA	46.71607792	63.91753513	63.27754934	70.58495165	80.47078997	89.6727556
NCF2	61.90564881	58.77997282	27.84966541	63.0553409	18.23692228	187.7154587
COL3A1	25.74009884	395.9204106	60.47175355	54.03489891	84.21074281	63.44176952
SET	65.26469808	56.91532845	63.12388821	67.1872787	70.74761749	60.76043077
TGFB1	61.16690717	95.78103636	54.10196771	72.02904452	47.46611462	101.4311672
MLF2	69.21790185	57.1887966	64.5798008	85.65606146	76.80455167	44.19203092
F3	77.57723485	59.25077819	39.80932887	69.75210078	82.40562996	16.59852568
APMAP	76.97807524	84.94653346	83.13238511	60.33238879	67.3590314	82.84399348
AADAC	89.02940083	36.69441576	139.8547984	86.95633776	80.92455286	14.57118925
PHB2	55.1167561	62.42974454	56.06020269	78.56193824	71.17742783	51.11069427
