GeneName	decidua_induced abortion_rep1	decidua_induced abortion_rep2	decidua_induced abortion_rep3	decidua_recurrent spontaneous abortion_rep1	decidua_recurrent spontaneous abortion_rep2	decidua_recurrent spontaneous abortion_rep3
AGBL2	0.228045	0.850622	0.372638	0.409261	0.233601	0.514766
AGBL3	3.2622	0.0467867	1.0065	0.82426	1.40579	0.621672
AGBL4	0.0283861	0.0553135	0.00889444	0.0166687	0.0305735	0.0166003
AGBL5	0	0	11.3558	0	0	0
AGER	0	0	0	0	0	0
AGFG1	3.42934	3.31839	5.276	5.92383	10.7908	5.58184
AGFG2	6.28399	18.5582	15.2175	5.35957	8.3335	7.88527
AGGF1	3.0343	2.78877	5.36583	4.5443	4.75528	4.33486
AGK	2.92896	6.55016	10.3915	7.27891	8.4162	7.17866
AGL	1.58643	0.944295	1.7785	1.32679	2.20255	2.00471
AGMAT	0	0	0	0	0	0
AGMO	0.220321	0.203518	0.207645	0.14337	0	0.0551171
AGPAT1	0	0	0	0	0	0
AGPAT2	20.9608	24.2285	16.3916	14.017	12.7873	19.2889
AGPAT3	4.59891	6.36907	9.27606	8.16291	8.32878	6.7787
AGPAT4	1.56655	2.38344	1.35453	2.70144	5.69169	2.58509
AGPAT4-IT1	0.595178	0.597778	0.0757041	0.340521	0.469103	0.226638
AGPAT5	6.26875	6.39145	23.8022	12.7148	18.6171	21.3926
AGPAT6	18.6641	96.6572	30.8717	64.0549	24.5693	27.8915
AGPAT9	0.17352	0.215669	0.480247	1.56331	0.480918	1.22199
AGPHD1	1.01406	1.2037	2.25086	1.00602	1.57805	0.899359
AGPS	1.89406	1.98714	4.3591	4.19469	5.77647	5.19344
AGR2	113.221	196.812	225.929	93.4117	247.797	95.6542
AGR3	1.82311	2.21832	1.46696	2.26242	1.19024	1.47702
AGRN	13.5449	22.627	21.03	28.1337	34.3821	32.4575
AGRP	0	0.665322	0.184305	0	0	0.186546
AGSK1	2.67116	8.61692	9.09334	3.87896	4.00106	2.97322
AGT	0.77557	0.936137	0.427857	3.0998	0.529289	2.12427
AGTPBP1	0.954813	4.79867	1.94372	1.69634	3.24183	2.30937
AGTR1	0.207927	0.462005	1.15737	0.571399	0.862593	2.56085
AGTR2	0	0.0342864	0.0275738	0	0	0.0228751
AGTRAP	96.4363	55.8389	35.5104	46.0272	34.2358	46.7007
AGXT	0	0.0885535	0	0	0.616895	0
AGXT2	32.899	17.4412	14.5055	42.6785	17.6883	23.6927
AGXT2L1	0.0439685	0.0515026	0.0138648	0.0259849	0	0.0518577
AGXT2L2	11.1979	21.1537	24.8044	21.3046	22.951	27.9172
AHCTF1	2.33102	2.17528	6.85056	5.09334	3.82378	4.74619
AHCY	96.7448	146.464	186.392	61.6418	40.8207	121.726
AHCYL1	12.693	31.8905	28.8	26.5299	34.8511	37.9539
AHCYL2	0.652355	1.31705	2.87281	2.21947	3.1826	2.1522
AHDC1	3.3177	4.53243	7.95422	8.06374	7.5151	4.60352
AHI1	6.22162	3.92175	3.99527	5.17959	6.5587	5.9463
AHNAK	14.3337	16.5366	42.0863	23.9403	45.6045	62.0343
AHNAK2	4.53664	3.92258	3.8935	8.46353	2.36149	3.77753
AHR	1.48027	1.11154	2.07434	2.559	4.45655	2.69771
AHRR	40.3113	78.5577	81.5511	60.308	53.5548	70.0241
AHSA1	54.9634	69.1221	70.2438	96.8857	0	83.5505
AHSA2	50.5124	48.8346	15.4632	17.0598	25.0254	22.0573
AHSG	0.0576444	0.0225443	0.0182796	0.0171304	0.0629753	0
AHSP	0.258588	0.103561	0.178199	0	0	0
AICDA	0.056442	0.0502155	0.0574076	0	0.141568	0.0476325
AIDA	14.0872	16.6701	23.3916	28.2191	27.5885	32.7008
AIF1	0	0	0	0	0	0
AIF1L	15.8019	34.066	48.5443	24.4669	87.0917	26.395
AIFM1	18.1174	26.0403	24.0433	14.6738	17.5071	15.8623
AIFM2	10.8227	5.85131	52.3754	65.1822	5.53429	63.0258
AIFM3	1.14723	0.886206	0.358721	0.501543	21.6551	0.578289
AIG1	14.7386	16.6839	17.9223	19.3145	19.57	20.0157
AIM1	2.1173	4.22665	2.42787	4.9469	5.35472	5.15855
AIM1L	0.417871	1.71537	0.278368	0.969148	1.09254	0.247374
AIM2	0.143828	0.578851	0.215369	0.385315	0.269892	0.719107
AIMP1	19.3506	22.9349	23.8899	16.7455	31.9311	55.4714
AIMP2	0	15.0846	14.8127	17.0449	0	19.7026
AIP	46.6549	67.8943	43.1731	49.4425	41.4852	59.2397
AIPL1	0	0.0308221	0	0	0.00989985	0
AIRE	0	0.1201	0.0121052	0.0530809	0.133616	0.242131
AJAP1	1.60668	1.66567	2.23289	2.77101	1.38791	6.51668
AJUBA	1.38144	22.4559	1.81113	3.76609	2.41418	2.21285
AK1	61.3887	104.403	64.2984	57.5374	76.1833	107.494
AK2	36.8937	55.3806	33.8928	24.2131	23.0571	67.8241
AK3	5.29254	7.32713	11.311	12.7656	12.9283	20.5704
AK4	0.536931	2.07784	2.60977	1.90389	2.89709	1.50542
AK5	0.671039	1.64121	0.7639	0.388394	2.84517	0.591434
AK7	0.229197	0.453789	1.80194	0.532411	1.34732	1.11152
AK8	0.752407	0.984588	0.944289	0.245346	0.819917	0.484113
AKAP1	1.88327	2.9114	7.57649	3.63929	6.72376	6.40769
AKAP10	1.69703	5.52877	4.8805	4.66428	6.83951	4.65157
AKAP11	2.02763	3.18058	3.25692	2.83941	6.49593	3.65477
AKAP12	2.31383	3.87095	6.40932	10.4453	9.55085	5.56889
AKAP13	18.2879	23.1174	41.128	32.6587	36.1177	39.6547
AKAP14	1.00699	0.736173	1.00812	0.852922	256.93	1.11835
AKAP17A	4.30166	10.8558	13.206	11.9902	17.0986	14.8901
AKAP2	1.79231	5.70917	4.61814	10.7265	7.30367	6.36304
AKAP3	0.177739	0.164051	0	0	0	0.224258
AKAP4	0	0	0	0	0	0.0175122
AKAP5	0.381821	0.475219	0.510772	0.995102	1.61459	1.04384
AKAP6	0.725383	0.199324	0.887944	1.42065	0.368473	0.470855
AKAP7	0.908513	1.49943	2.92907	2.31894	1.68686	2.1319
AKAP8	5.0655	6.9047	46.5875	7.59636	12.5299	51.4217
AKAP8L	80.5463	64.0361	46.5875	37.7643	35.2391	51.4217
AKAP9	29.0767	6.47449	9.88819	16.005	12.4397	2.86971
AKD1	0.707604	0	0	0	1.38404	1.17438
AKIP1	14.271	15.9332	23.4465	17.9356	14.9095	17.2256
AKIRIN1	5.52318	10.3113	15.8917	14.987	14.3393	10.54
AKIRIN2	15.6839	17.6669	17.0552	25.2872	20.3978	22.1153
AKIRIN2-AS1	0	0	1.77509	3.91804	5.34141	3.55661
AKNA	7.26047	8.47352	14.0293	9.78388	15.4847	15.764
AKNAD1	0.0185254	0.0649731	0	0	0.0149604	0.0812269
AKR1A1	56.4731	77.42	63.5678	51.3918	46.4625	68.9427
AKR1B1	37.944	54.1596	30.7147	45.2555	43.2764	41.664
AKR1B10	0	0.0221703	0.0539141	0	0.0773861	0.0897718
AKR1B15	0	0	0.105584	0	0.0909219	0
AKR1C1	3.20263	2.89821	2.93716	11.1694	4.47869	16.3631
AKR1C2	0.606852	0.292249	0.558459	1.04378	0.293814	0.837043
AKR1C3	4.15003	5.646	7.13851	11.1694	6.17037	16.3631
AKR1C4	0	0.0469318	0	0	4.47869	16.3631
AKR1CL1	0	0	0	0	0	0.00806069
AKR1D1	0.00122289	0	0	0	0	0.000922462
AKR1E2	0.568594	1.89533	0.513125	2.20316	1.17518	16.3631
AKR7A2	35.2751	17.6751	32.9115	14.6422	26.1298	25.7228
AKR7A2P1	0.0234721	0	0	0.0420749	0.154825	0.014042
AKR7A3	0.517423	1.44841	32.9115	0.355439	26.1298	25.7228
AKR7L	0.517423	1.44841	32.9115	0.0882618	26.1298	25.7228
AKT1	16.7325	52.3834	61.764	43.0217	63.464	43.5978
AKT1S1	40.5129	46.2522	60.3781	30.2238	21.8802	32.9252
AKT2	11.2711	19.5892	29.1662	41.5331	39.1718	49.7038
AKT3	3.77121	3.53014	4.53785	5.20133	5.37318	7.02878
AKTIP	12.1694	15.2324	15.1487	13.1347	15.901	14.7599
ALAD	7.78649	11.2675	20.4013	19.6457	17.076	12.1466
ALAS1	4.08107	10.1993	15.6536	10.3379	13.9555	9.06833
ALAS2	0.64417	0.543669	0.174677	0	0.152735	0
ALB	0.270638	0.105604	0.145983	0.102597	0.156935	0.106096
ALCAM	5.09948	5.53947	6.33002	5.50425	9.25703	9.60724
ALDH16A1	16.4096	22.3047	13.2112	14.5505	15.9349	17.4717
ALDH18A1	11.1938	18.1451	34.0693	17.3148	23.5271	16.7615
ALDH1A1	33.9215	43.5985	56.1609	139.841	109.188	90.2173
ALDH1A2	34.1086	77.0656	97.4917	125.273	95.7871	115.908
ALDH1A3	6.7967	22.0603	101.478	19.2661	19.4418	33.7319
ALDH1B1	3.1987	3.04338	5.93393	6.89566	5.10016	4.54019
ALDH1L1	0.438533	2.4282	1.74549	0.301705	0.482175	2.70749
ALDH1L2	0.542321	0.674347	1.18423	0.722956	0.499511	1.52375
ALDH2	8.26309	16.0194	14.6569	11.7743	16.7157	16.3394
ALDH3A1	0.150881	0.0982179	0.0578137	0.0297712	0.220358	0.039568
ALDH3A2	7.65059	6.30616	22.4521	8.19062	17.3833	9.23088
ALDH3B1	25.8487	24.426	41.3159	32.6536	38.0666	22.5235
ALDH3B2	0.322054	3.03331	1.39366	0.218488	2.10105	0.512427
ALDH4A1	2.59008	4.87759	5.42229	2.493	4.16378	4.06843
ALDH5A1	1.68932	1.28136	2.62408	2.35992	2.2198	1.49936
ALDH6A1	2.37238	7.98008	9.2669	6.42406	11.1157	7.64089
ALDH7A1	6.86004	17.5142	31.8727	21.8058	18.899	28.4114
ALDH8A1	1.58916	1.93159	4.24738	2.82788	6.67728	3.90086
ALDH9A1	11.7336	18.1435	32.5003	24.6714	24.9961	40.5173
ALDOA	321.344	715.506	392.827	357.783	467.849	350.264
ALDOB	0.273635	0.0970749	0.134073	0.261736	0.451504	0.173931
ALDOC	9.9636	68.1099	17.2038	6.66968	11.4839	5.87701
ALG1	2.73811	12.3058	19.3303	8.10093	8.03753	14.0021
ALG10	0.471652	0.558387	0.832254	0.555389	0.672997	0.639923
ALG10B	0.371346	0.427737	1.02264	0.688426	0.718053	0.767348
ALG11	2.32317	1.72841	5.11259	3.14165	5.43816	3.78483
ALG12	6.26434	14.538	17.4576	9.88999	10.5763	10.92
ALG13	6.70135	4.75067	6.52388	5.39545	10.0683	5.77959
ALG14	10.7445	16.9755	15.3317	10.276	8.3912	13.5149
ALG1L	1.41011	1.19486	1.59092	0	1.27193	1.29747
ALG1L2	0	0	0	0	0	0
ALG2	8.78594	12.8206	24.525	21.3527	19.2422	18.7513
ALG3	19.6387	25.6437	16.9213	16.6834	11.5197	14.7177
ALG5	47.7237	24.9353	29.2106	29.5307	26.7834	39.9715
ALG6	4.07131	2.02997	6.5668	2.24949	3.67719	2.71108
ALG8	147.348	10.7097	13.4319	10.6444	8.77943	73.2362
ALG9	16.8702	3.53189	4.68333	6.50938	3.47765	2.86625
ALK	0.0173977	0.0203035	0	0	0	0.0403662
ALKBH1	0	2.61379	3.727	3.41636	5.29133	3.57176
ALKBH2	11.8691	14.8808	13.9456	8.86054	7.87655	10.5722
ALKBH3	11.757	12.8147	8.65379	9.86225	6.85336	11.7704
ALKBH4	4.72974	5.67693	4.53196	0	0	0
ALKBH5	10.1668	16.687	22.7824	18.8718	21.7036	18.1901
ALKBH6	11.8319	16.4979	10.0735	7.26791	10.0621	12.1174
ALKBH7	59.9967	41.5529	57.5431	23.4745	23.5685	35.5714
ALKBH8	0.818609	0.621519	1.63801	1.04812	1.32645	1.99386
ALLC	0.190869	0.558606	0.101126	0	0	0.113763
ALMS1	5.23292	3.37236	1.10171	3.17307	1.16549	1.03162
ALMS1P	0.189525	0.0667034	0.12617	3.17307	0.311088	1.03162
ALOX12	3.92373	11.0475	0	0	0	0
ALOX12B	0	0	0.0431948	0	0.0278521	0.0537863
ALOX12P2	1.48794	0.486609	0.76241	0.516114	0.498965	0.736586
ALOX15	0.20808	0.0621093	0.307479	0.440418	0.0945259	0.130667
ALOX15B	0.276115	15.4668	1.25014	0.956659	0.562875	0.213059
ALOX15P1	0	0.132946	0	0	0	0
ALOX5	5.18408	12.1452	2.24186	11.501	6.40615	6.89801
ALOX5AP	15.7713	28.9985	13.0827	21.5106	12.9617	21.7812
ALOXE3	0.052186	0.0406649	0	0.122462	0.0350908	0.0508021
ALPI	0	0.0262662	0	0	0	0
ALPK1	4.13974	4.05575	3.91447	3.1586	3.5541	4.48236
ALPK2	13.3414	7.60252	10.8968	4.51832	1.42796	5.94646
ALPK3	1.46492	1.0934	2.49996	2.062	1.99859	1.36404
ALPL	10.2636	3.55856	3.10651	4.47674	2.29708	3.39909
ALPP	0.207718	0.0404825	0	0.169983	1.39701	0.0173655
ALPPL2	0.0459992	0.0470926	0	0	0.0372678	0
ALS2	2.42448	3.82197	2.22768	5.13389	6.08444	5.97083
ALS2CL	3.21414	5.65126	3.41077	7.19954	7.19891	3.18086
ALS2CR11	0.0557579	0.110875	0.068514	0.0417981	0.0738821	0.0537091
ALS2CR12	1.18688	0	0.356597	0.330417	0.268575	0.29249
ALS2CR8	0.630943	0.421953	1.0546	0.764403	1.91934	0.781649
ALX1	0	0.198597	0	0.0216523	0	0
ALX3	2.80957	3.69091	2.06382	2.10541	2.41891	1.977
ALX4	0.0100187	0.0292372	0.00936688	0.0482712	0.0442269	0.00872623
ALYREF	31.8693	80.9898	33.8032	35.7399	22.7782	52.1598
AMACR	3.36136	6.46599	10.1443	6.19927	10.2661	13.4085
AMBN	0	0	0	0	0	0.0517988
AMBP	5.22083	6.96661	9.02141	4.07166	4.76636	3.7123
AMBRA1	5.69811	10.7298	5.75716	12.029	12.5257	12.4312
AMD1	10.149	11.2772	15.1737	16.3228	13.6747	15.7971
AMDHD1	0.274999	0.0638221	0.154494	0.132707	0.166112	0.296709
AMDHD2	15.7516	13.9208	10.2163	15.5758	10.5133	170.091
AMELX	0.0968337	0.114822	0	0	0	0
AMELY	0	0.0518868	0	0	0	0.0271272
AMFR	28.3789	17.201	35.3564	37.7533	38.639	39.5768
AMH	0.188644	0.288943	0.0411753	0.128615	24.4197	21.3341
AMHR2	0.0475911	0.251065	0.0546351	0	0.0313702	0.0281549
AMICA1	8.10565	8.45314	1.67935	4.2455	2.87642	3.4864
AMIGO1	0.416676	0.380573	1.01155	0.693867	0.870753	0.353687
AMIGO2	2.13737	8.25832	17.4079	6.68981	24.6946	15.687
AMIGO3	1.05635	27.3206	2.13818	1.87779	2.05272	41.926
AMMECR1	1.03422	1.12177	1.58474	0.964067	1.26892	1.36808
AMMECR1L	5.71671	5.2066	11.4188	9.96233	9.363	13.8264
AMN	0.473532	0.320902	0.0740014	0.069349	0.079674	0.196422
AMN1	1.97987	2.45842	2.7915	2.15076	2.46227	3.09863
AMOT	0.288275	0.674329	1.81878	0.522834	1.24396	0.691455
AMOTL1	1.25612	2.35167	2.9621	2.81105	6.22186	2.54551
AMOTL2	9.156	5.81684	15.6012	23.8242	15.9161	12.985
AMPD1	0	0	0	0	0	0.0353034
AMPD2	7.68107	16.8036	12.9725	11.7349	11.1536	11.5801
AMPD3	3.0522	4.15895	4.43214	8.31858	6.77521	8.34346
AMPH	0.985058	2.95287	1.49018	2.94078	2.66857	2.99906
AMT	11.1983	14.2299	15.4359	12.2411	14.7033	237.146
AMTN	0	0	0	0	0	0
AMY1A	0	0	0.225814	0.13322	0.0887477	0.224541
AMY1B	0	0	0.225814	0.13322	0.0887477	0.224541
AMY1C	0	0	0.225814	0.13322	0.0887477	0.224541
AMY2A	17.1795	11.1681	7.4514	8.18185	7.22198	10.8634
AMY2B	17.1795	11.1681	7.4514	8.18185	7.22198	10.8634
AMZ1	1.20294	1.41598	0	6.15652	0	0
AMZ2	27.2987	24.5242	31.0859	28.5059	24.1289	33.8317
AMZ2P1	3.98164	2.37068	2.58725	2.60793	2.16028	11.7255
ANAPC1	2.49687	3.35961	3.29433	2.34034	4.90679	7.86863
ANAPC10	2.10074	0	0	0	5.03704	6.24078
ANAPC11	123.718	111.472	57.5536	50.6893	46.3936	78.5237
ANAPC13	27.629	45.896	53.594	44.5035	37.5001	50.3275
ANAPC16	20.9081	21.9594	22.6593	22.9007	22.1924	26.1981
ANAPC2	9.08973	13.8876	13.9659	9.22321	12.0455	13.0041
ANAPC4	70.2812	102.797	28.4976	14.0487	14.2504	22.431
ANAPC5	92.8671	79.2105	41.2911	37.2712	30.7707	47.6656
ANAPC7	10.7375	26.1143	26.3485	31.3701	19.0009	23.9938
ANG	52.6896	69.6289	60.5594	61.5776	61.1355	74.4453
ANGEL1	3.47792	5.5673	7.8236	5.33334	8.62911	7.02949
ANGEL2	2.82197	1.9725	3.72172	2.75118	4.62372	3.75316
ANGPT1	0.153055	0.364944	0.406113	0.537017	0.433978	0.189267
ANGPT2	1.56432	1.09923	0	3.24722	7.68969	0
ANGPT4	0	0.211887	0.393519	0.108802	0.404299	0.0723966
ANGPTL1	3.05111	6.56016	19.9609	3.38056	1.20644	5.94576
ANGPTL2	8.31607	20.7598	44.8135	26.3181	27.5321	18.1473
ANGPTL3	0	0.0481164	0	0	0.133594	0.137105
ANGPTL4	3.87528	20.6779	0.980824	15.4624	13.1446	0
ANGPTL5	0.060841	0.170886	1.11319	0.129045	0.384854	0
ANGPTL6	0	4.98917	9.56541	6.48431	3.63842	10.5543
ANGPTL7	0.103556	0	0	0.0343523	0	0.0837371
ANK1	0.242022	0.573851	0.400078	0.368366	0.395355	0.399516
ANK2	1.27498	1.46114	1.65942	2.71866	2.55012	2.76534
ANK3	0.495321	0.949184	1.30662	1.30141	4.33583	2.43207
ANKAR	0.207664	0.169433	5.60965	1.53839	0.540887	19.0052
ANKDD1A	1.96264	1.382	24.4267	30.1377	31.7061	24.2882
ANKFN1	0.0355534	0.0416035	0.100555	0.0209389	0.0480324	0.0347862
ANKFY1	4.58062	4.5771	6.56636	7.87028	8.33501	7.9468
ANKH	3.14385	10.3669	3.80626	8.78853	12.5249	15.0241
ANKHD1	46.9363	27.6735	12.076	15.6466	14.3247	11.0082
ANKHD1-EIF4EBP3	46.9363	27.6735	12.076	15.6466	14.3247	11.0082
ANKIB1	2.03251	2.79235	7.84897	4.54246	8.99106	4.56075
ANKK1	0.0900742	0.0790349	0.0742498	0.0198787	0.176054	0.158484
ANKLE1	0.113669	0.132864	0.170512	0.130813	0.112894	0.146057
ANKLE2	19.1399	16.5889	12.69	26.8787	16.7989	17.5429
ANKMY1	9.995	4.8752	6.16777	4.06408	5.96545	6.72022
ANKMY2	2.45652	4.27355	5.93302	3.17405	3.76655	6.08436
ANKRA2	3.12898	4.29318	7.83178	4.99797	10.0782	6.92392
ANKRD1	0.193323	0.904243	0.683633	1.13046	0.641696	0.35968
ANKRD10	62.265	43.6841	53.0263	45.4541	75.9922	54.0209
ANKRD11	19.6193	28.1487	22.47	26.9403	28.4209	38.9665
ANKRD12	1.24617	1.15141	2.12095	1.94539	2.68975	86.441
ANKRD13A	8.63488	9.89932	15.0112	15.2334	22.629	14.0382
ANKRD13B	5.92308	8.47888	12.8792	6.40675	6.34974	7.60419
ANKRD13C	2.78124	2.07171	3.49092	2.66815	4.9023	4.73663
ANKRD13D	29.4466	40.2939	22.175	24.0326	16.4197	22.2583
ANKRD16	2.63157	2.83396	3.2084	3.27049	3.92032	3.80226
ANKRD17	2.72427	3.12757	6.72323	4.90204	10.3436	6.28912
ANKRD18A	0.419022	0.584184	1.04323	0.523911	1.00897	3.59341
ANKRD18B	0.0296986	0	0.0545354	0.0130468	0.0976726	0.139501
ANKRD18DP	0	0	0.0368202	0.0258763	0.0158218	0.028637
ANKRD19P	1.32117	2.70943	1.83048	0.533662	1.83679	0.500366
ANKRD2	0.210889	0.269057	0.0603272	0.0376904	0	0.0547512
ANKRD20A1	0.0662562	0.0874721	0.080403	0.113533	0.241498	0.118199
ANKRD20A11P	0.0890342	0	0	0	0.0246964	0
ANKRD20A2	0.0449389	0.0551699	0.0660867	0.0949025	0.208809	0.0737913
ANKRD20A3	0.0662562	0.0874721	0.080403	0.113533	0.241498	0.118199
ANKRD20A4	0.055303	0.105479	0.147664	0.11085	0.519785	0.204187
ANKRD20A5P	0.00752204	0	0.0282165	0.0264391	0.0605925	0
ANKRD20A8P	0.0319295	0.0746119	0	0.0253874	0.110749	0.056442
ANKRD20A9P	0.0400028	0.0416247	0.0425913	0.0180449	0.0264756	0.027908
ANKRD22	0.760082	1.74261	2.26114	0.900137	0.555658	0.775798
ANKRD23	15.5056	0.677201	7.24083	12.4681	14.4961	17.5299
ANKRD24	1.58513	2.0465	2.39365	2.24533	3.53733	2.10014
ANKRD26	0.703176	1.06501	0.853173	1.00826	1.2669	0.814209
ANKRD26P1	0	0.0363843	0	0	0.0178589	0.0310056
ANKRD26P3	0	0	0	0.00657382	0.0180787	0.00872275
ANKRD27	1.6871	2.61585	5.6373	9.65197	8.61728	9.41437
ANKRD28	2.82887	5.80931	6.11116	7.9185	8.58433	7.39887
ANKRD29	0.0763553	0.457995	1.46011	0.486649	0.957906	0.915691
ANKRD30A	0	0	0.0176227	0	0.015133	0
ANKRD30B	0	0	0	0	0.00960024	0
ANKRD30BL	0	0.0379344	0	0	0	0
ANKRD30BP2	0	0.0239501	0	0	0.00660989	0.00526274
ANKRD31	0.0406808	0	0.016894	0.0316585	0.0253776	0.0314711
ANKRD32	0.699514	1.10044	1.62574	3.76433	1.63475	4.1193
ANKRD33	0.0167077	0.211564	0.0792275	0.0706823	0.0490229	0.0355214
ANKRD33B	0.722079	0.683899	1.99585	1.62646	1.08625	1.66981
ANKRD34A	0.115972	0.264618	0	0.257063	0	0
ANKRD34B	0.0141257	0.186776	0.0397188	0.541035	0.898399	0.0822912
ANKRD34C	0	0.00589453	0.0330493	0.00884759	0	0.0175939
ANKRD35	2.93574	3.79163	5.40294	2.34815	18.7698	3.92458
ANKRD36	1.41431	1.11698	1.81521	1.75487	2.21983	1.76547
ANKRD36B	1.19335	1.968	2.1754	1.1784	1.40358	1.84245
ANKRD36BP1	0.762128	0.396608	2.46309	0.60206	8.10058	5.97048
ANKRD36BP2	0.137943	0.404326	0.278185	0.0306693	0.549437	0.607296
ANKRD37	0	11.6218	5.17552	0	12.6493	0
ANKRD39	15.5056	12.7701	7.24083	12.4681	14.4961	17.5299
ANKRD40	4.20885	5.44957	9.72554	8.58191	8.02607	7.64205
ANKRD42	1.83135	2.7606	4.24991	4.4279	4.23237	0
ANKRD44	2.55294	1.51392	2.6797	3.25141	3.7986	4.54059
ANKRD45	0.021352	0.0374624	0.100505	0.084759	0.195833	0.100089
ANKRD46	2.62723	2.10481	4.03881	3.83769	3.80538	4.31696
ANKRD49	2.89343	3.97099	8.00521	5.42929	4.415	6.50281
ANKRD5	1.13393	1.24229	1.93417	1.11691	1.38357	1.23112
ANKRD50	0.756752	1.01333	1.22099	1.38045	2.95175	3.07683
ANKRD52	4.29293	6.25423	8.86154	5.61836	9.91535	6.63147
ANKRD53	0.233299	1.13501	0.285639	0.429988	0.750763	0.486062
ANKRD54	7.9265	11.3695	9.95661	8.64526	7.25566	9.87594
ANKRD55	7.57617	18.0527	7.87104	1.58254	9.12967	6.186
ANKRD6	0.976019	0.690615	1.29948	1.948	2.11687	0
ANKRD62P1-PARP4P3	0.230693	1.19206	0.154432	0.348603	0.0161677	0
ANKRD63	0	0	0	0	0	0
ANKRD65	13.3336	3.95679	3.92835	11.9471	3.16251	4.19706
ANKRD7	0.0228026	0	0.0217893	0.0204202	0.0375649	0.0272529
ANKRD9	7.26327	12.1307	5.0071	4.39618	5.90838	5.29979
ANKS1A	2.5978	3.07376	7.3052	5.00731	9.12249	3.96238
ANKS1B	1.75593	1.93165	2.34663	1.76428	1.93302	3.09764
ANKS3	23.1499	16.0239	13.2174	10.2959	9.3083	12.5864
ANKS4B	0.00974878	0.00599811	0.00045836	0	0.00787828	0.00855563
ANKS6	1.84483	1.94806	2.46142	1.44152	1.82544	1.66329
ANKUB1	0.011606	0.0407396	0.0109384	0	0	0.0408641
ANKZF1	15.0611	19.0473	15.5555	12.8243	23.6396	0
ANLN	0.343389	0.519064	1.61365	0.303762	1.6792	2.37589
ANO1	0.527105	1.40858	3.18947	2.71889	3.65888	2.47165
ANO10	35.067	67.1824	16.1917	16.7982	13.3559	26.9498
ANO2	0.696021	0.189376	0.330593	1.22258	40.1457	0.473729
ANO3	0	0	0	0	0	0
ANO4	0.0874836	0.441518	0.631485	0.354199	0.73202	0.538133
ANO5	0.130681	0.147728	0.0762758	0.114349	0.344954	0.196527
ANO6	4.84165	3.41849	9.67937	13.1452	11.1196	5.85229
ANO7	0.194758	0.805266	0.247554	0.445382	0	0
ANO8	0	0	4.97607	4.21432	6.21006	3.91686
ANO9	3.92898	4.17253	3.18352	2.84033	2.96795	2.58866
ANP32A	28.4553	38.4004	34.7067	26.9542	30.2926	35.0112
ANP32A-IT1	0.1584	0.19014	0.0241191	0.0527335	0.113589	0.0753121
ANP32AP1	0.0735705	0.232687	0.0968864	0.0227068	0.126081	0.107189
ANP32B	79.5886	87.5512	70.0851	91.3025	53.3536	109.654
ANP32C	0	0	0	0	0	0
ANP32D	0	0	0	0	0	0
ANP32E	6.78013	7.75488	9.17053	7.05435	7.40748	9.50294
ANPEP	19.8422	21.522	25.6764	52.7856	15.6722	23.2802
ANTXR1	85.0018	51.0119	47.3482	192.134	118.042	110.106
ANTXR2	8.72308	13.0344	51.3117	22.24	25.84	14.4279
ANTXRL	0.150436	0	0.012922	0	0	0.0724694
ANXA1	110.899	178.985	146.132	272.028	174.984	192.408
ANXA10	0	0	0.0605258	0.226887	0	0
ANXA11	56.1459	95.8079	76.5102	135.113	83.0767	73.8227
ANXA13	2.16281	4.39622	4.77481	1.00576	0.853457	2.65485
ANXA2	761.595	878.973	778.62	652.68	572.413	849.366
ANXA2P1	0.107716	0	0	0.0482477	0.0380407	0.0275994
ANXA2P2	0.194107	1.35939	0.443415	0.209555	0.264678	0.263181
ANXA2P3	0.0917655	0.0179686	0	0	0.0378013	0
ANXA3	1.04188	5.80599	5.3589	10.4538	13.8445	5.76961
ANXA4	33.6362	123.677	176.057	74.72	248.745	117.457
ANXA5	125.913	282.57	316.068	335.47	303.38	300.119
ANXA6	37.406	73.1096	78.4382	55.9472	43.63	77.5682
ANXA7	17.6145	28.9771	47.6371	41.1684	48.7414	45.4791
ANXA8	0.195527	0.152709	0.140205	0.481991	1.11979	0.0428966
ANXA8L1	0.195527	0.152709	0.140205	0.481991	1.11979	0.0428966
ANXA8L2	0.187509	0.188649	0.113892	0.452469	2.48214	0.0495991
ANXA9	12.314	11.0758	10.5895	7.91578	0	6.3481
AOAH	3.28778	2.89656	1.3551	8.1341	9.40838	4.88684
AOC2	0.232378	1.86561	1.75383	0.686209	21.6353	0.286775
AOC3	4.00006	5.40954	32.9173	12.0385	10.1157	14.5736
AOC4	0.0845093	0.0659799	32.9173	0.137249	0.244638	14.5736
AOX1	5.82433	17.3354	48.4683	9.78639	19.5558	25.6774
AOX2P	0.0448001	1.78792	0.582107	0.0721674	0.486467	0.212311
AP1AR	2.28851	2.11629	4.68947	4.14566	4.33768	4.64795
AP1B1	23.7258	26.5154	22.5929	23.0355	29.7218	25.2941
AP1B1P1	0	0	0	0	0	0
AP1G1	7.91626	6.94993	13.9833	9.70589	13.1027	12.2015
AP1G2	60.3982	64.764	41.9939	23.6524	34.8692	34.0914
AP1M1	16.8812	29.986	24.1436	24.2252	24.7918	25.1541
AP1M2	13.3546	26.7407	29.3543	13.6628	27.3669	16.1104
AP1S1	17.9653	40.4495	35.0546	23.6633	36.0411	31.87
